Symbol,Company,ShariaGrade,BDSStatus,TargetWeightPct,IndexStatus,Warning
QRVO,QRVO,B+,UNKNOWN,0.0192,ACTIVE,
CORT,CORT,A+,UNKNOWN,0.019,ACTIVE,
RRC,RRC,A,UNKNOWN,0.019,ACTIVE,
NNN,NNN,A+,UNKNOWN,0.0189,ACTIVE,
BIRK,BIRK,A,UNKNOWN,0.0188,ACTIVE,
CRUS,CRUS,A,YES,0.0184,ACTIVE,
CWEN-A,CWEN-A,UNKNOWN,YES,0.0184,ACTIVE,
DOCU,DOCU,A,UNKNOWN,0.0184,ACTIVE,
SSD,SSD,A+,UNKNOWN,0.0182,ACTIVE,
VOYA,VOYA,B,UNKNOWN,0.0181,ACTIVE,
HALO,HALO,A,UNKNOWN,0.018,ACTIVE,
FDS,FactSet,A,UNKNOWN,0.0178,ACTIVE,
ECG,ECG,A+,UNKNOWN,0.0178,ACTIVE,
AOS,A. O. Smith,A+,UNKNOWN,0.0178,ACTIVE,
JHG,JHG,B+,UNKNOWN,0.0177,ACTIVE,
CELH,CELH,A,UNKNOWN,0.0174,ACTIVE,
MANH,MANH,A+,UNKNOWN,0.0173,ACTIVE,
ATR,ATR,A,UNKNOWN,0.017,ACTIVE,
RAL,RAL,A,UNKNOWN,0.0169,ACTIVE,
SFM,SFM,B,UNKNOWN,0.0167,ACTIVE,
SAIL,SAIL,B+,UNKNOWN,0.0167,ACTIVE,
KEX,KEX,A,UNKNOWN,0.0166,ACTIVE,
CHWY,CHWY,A,YES,0.0165,ACTIVE,
RGEN,RGEN,B,UNKNOWN,0.0165,ACTIVE,
ZG,ZG,A,YES,0.0164,ACTIVE,
HXL,HXL,A,UNKNOWN,0.0163,ACTIVE,
Z,Z,UNKNOWN,YES,0.0163,ACTIVE,
POOL,POOL,A,YES,0.016,ACTIVE,
NEU,NEU,A,UNKNOWN,0.0159,ACTIVE,
TTEK,TTEK,A,UNKNOWN,0.0157,ACTIVE,
LSTR,LSTR,A+,UNKNOWN,0.0156,ACTIVE,
EXP,EXP,B+,UNKNOWN,0.0153,ACTIVE,
CHRD,CHRD,A,YES,0.0153,ACTIVE,
AWI,AWI,A+,UNKNOWN,0.0149,ACTIVE,
LOAR,LOAR,A,UNKNOWN,0.0148,ACTIVE,
NOV,NOV,B,YES,0.0148,ACTIVE,
KRMN,KRMN,A+,UNKNOWN,0.0148,ACTIVE,
MSM,MSM,A+,UNKNOWN,0.0146,ACTIVE,
WFRD,WFRD,B,UNKNOWN,0.0146,ACTIVE,
ESAB,ESAB,B+,UNKNOWN,0.0143,ACTIVE,
MSA,MSA,A,UNKNOWN,0.014,ACTIVE,
CPB,CPB,A,UNKNOWN,0.014,ACTIVE,
SNDR,SNDR,A+,UNKNOWN,0.0138,ACTIVE,
CROX,CROX,A,YES,0.0137,ACTIVE,
INGR,INGR,B,UNKNOWN,0.0137,ACTIVE,
ESTC,ESTC,B+,UNKNOWN,0.0136,ACTIVE,
PCOR,PCOR,B+,UNKNOWN,0.0133,ACTIVE,
DUOL,DUOL,B,UNKNOWN,0.0129,ACTIVE,
MORN,MORN,B+,UNKNOWN,0.0129,ACTIVE,
PAYC,PAYC,A,UNKNOWN,0.0129,ACTIVE,
CHE,CHE,A+,YES,0.0128,ACTIVE,
FND,FND,A+,UNKNOWN,0.0127,ACTIVE,
TFX,TFX,B,UNKNOWN,0.0124,ACTIVE,
PSN,PSN,B+,YES,0.0124,ACTIVE,
GNTX,GNTX,A+,UNKNOWN,0.0122,ACTIVE,
DOX,DOX,A,UNKNOWN,0.0121,ACTIVE,
LPX,LPX,A,UNKNOWN,0.012,ACTIVE,
PCTY,PCTY,A+,UNKNOWN,0.012,ACTIVE,
VSNT,VSNT,B+,UNKNOWN,0.012,ACTIVE,
APPF,APPF,A,UNKNOWN,0.0119,ACTIVE,
PATH,PATH,B,UNKNOWN,0.0118,ACTIVE,
CAI,CAI,A+,YES,0.0116,ACTIVE,
S,S,B,UNKNOWN,0.0114,ACTIVE,
PEGA,PEGA,A,UNKNOWN,0.0111,ACTIVE,
IPGP,IPGP,A,UNKNOWN,0.0111,ACTIVE,
DLB,DLB,A,UNKNOWN,0.011,ACTIVE,
TREX,TREX,A+,UNKNOWN,0.0108,ACTIVE,
SITE,SITE,A+,UNKNOWN,0.0108,ACTIVE,
VVV,VVV,B,UNKNOWN,0.0107,ACTIVE,
OLLI,OLLI,B+,UNKNOWN,0.0103,ACTIVE,
HLNE,HLNE,A,UNKNOWN,0.0101,ACTIVE,
WING,WING,B,UNKNOWN,0.0097,ACTIVE,
FCN,FCN,A,UNKNOWN,0.0097,ACTIVE,
MKTX,MKTX,B,UNKNOWN,0.0095,ACTIVE,
EPAM,EPAM,B+,UNKNOWN,0.0089,ACTIVE,
EXLS,EXLS,A,UNKNOWN,0.0088,ACTIVE,
THO,THO,B,UNKNOWN,0.0083,ACTIVE,
LOPE,LOPE,A,UNKNOWN,0.0083,ACTIVE,
DOCS,DOCS,A+,UNKNOWN,0.0083,ACTIVE,
YETI,YETI,A,YES,0.0082,ACTIVE,
BLSH,BLSH,B+,UNKNOWN,0.0081,ACTIVE,
LBTYK,LBTYK,UNKNOWN,UNKNOWN,0.0081,ACTIVE,
BFAM,BFAM,B+,UNKNOWN,0.0075,ACTIVE,
VGNT,VGNT,UNKNOWN,UNKNOWN,0.0072,ACTIVE,
