Symbol,Company,ShariaGrade,BDSStatus,TargetWeightPct,IndexStatus,Warning
PWR,Quanta Services,A+,UNKNOWN,0.2331,ACTIVE,
MAR,Marriott International,A+,UNKNOWN,0.2311,ACTIVE,
MDT,Medtronic,B+,YES,0.2247,ACTIVE,
CMI,Cummins,A+,YES,0.2188,ACTIVE,
FCX,Freeport-McMoRan,A,UNKNOWN,0.2184,ACTIVE,
BNY,BNY Mellon,UNKNOWN,UNKNOWN,0.2181,ACTIVE,
NOW,ServiceNow,B+,UNKNOWN,0.2168,ACTIVE,
CEG,Constellation Energy,A+,UNKNOWN,0.2165,ACTIVE,
SPOT,SPOT,A,UNKNOWN,0.2129,ACTIVE,
GD,General Dynamics,A,UNKNOWN,0.2094,ACTIVE,
MNST,Monster Beverage,B+,UNKNOWN,0.1976,ACTIVE,
UPS,United Parcel Service,B+,UNKNOWN,0.1972,ACTIVE,
JCI,Johnson Controls,A+,UNKNOWN,0.1955,ACTIVE,
MCK,McKesson Corporation,A+,YES,0.1944,ACTIVE,
ADP,Automatic Data Processing,A,YES,0.1931,ACTIVE,
SNPS,Synopsys,B,UNKNOWN,0.193,ACTIVE,
WM,Waste Management,B+,YES,0.1906,ACTIVE,
CSX,CSX Corporation,A,YES,0.1876,ACTIVE,
EMR,Emerson Electric,A,UNKNOWN,0.1867,ACTIVE,
RCL,Royal Caribbean Group,B,UNKNOWN,0.1854,ACTIVE,
MMM,3M,B,UNKNOWN,0.1853,ACTIVE,
SNOW,SNOW,B+,UNKNOWN,0.1781,ACTIVE,
HLT,Hilton Worldwide,A,UNKNOWN,0.1757,ACTIVE,
APO,Apollo Global Management,C+,UNKNOWN,0.1754,WARNED,sharia_below_B-
SHW,Sherwin-Williams,A+,YES,0.175,ACTIVE,
NXPI,NXP Semiconductors,B+,YES,0.175,ACTIVE,
MCO,Moody's Corporation,A,UNKNOWN,0.1742,ACTIVE,
ACN,Accenture,A,UNKNOWN,0.1733,ACTIVE,
FDX,FedEx,B+,UNKNOWN,0.1722,ACTIVE,
ADBE,Adobe Inc.,B,UNKNOWN,0.1716,ACTIVE,
MPWR,Monolithic Power Systems,A+,UNKNOWN,0.17,ACTIVE,
COHR,Coherent Corp.,A+,YES,0.1686,ACTIVE,
ITW,Illinois Tool Works,A+,YES,0.1681,ACTIVE,
BAM,BAM,A,UNKNOWN,0.1676,ACTIVE,
ECL,Ecolab,A,UNKNOWN,0.1676,ACTIVE,
ICE,Intercontinental Exchange,C+,UNKNOWN,0.1675,WARNED,sharia_below_B-
DASH,DoorDash,A,UNKNOWN,0.1672,ACTIVE,
ROST,Ross Stores,A,UNKNOWN,0.1652,ACTIVE,
CRH,CRH plc,B+,YES,0.1644,ACTIVE,
INTU,Intuit,A,UNKNOWN,0.1616,ACTIVE,
CVNA,Carvana,A+,YES,0.1615,ACTIVE,
ORLY,O’Reilly Automotive,A+,YES,0.1592,ACTIVE,
SLB,Schlumberger,A,UNKNOWN,0.1591,ACTIVE,
CL,Colgate-Palmolive,A,YES,0.1584,ACTIVE,
VLO,Valero Energy,A,UNKNOWN,0.1552,ACTIVE,
EOG,EOG Resources,B,UNKNOWN,0.1532,ACTIVE,
FIX,Comfort Systems USA,A+,UNKNOWN,0.1531,ACTIVE,
TER,Teradyne,A+,YES,0.1517,ACTIVE,
CTAS,Cintas,A+,UNKNOWN,0.1512,ACTIVE,
URI,United Rentals,A,UNKNOWN,0.1492,ACTIVE,
NSC,Norfolk Southern,B+,UNKNOWN,0.1491,ACTIVE,
BSX,Boston Scientific,A,UNKNOWN,0.1489,ACTIVE,
NKE,"Nike, Inc.",B+,UNKNOWN,0.1481,ACTIVE,
PSX,Phillips 66,B+,UNKNOWN,0.1474,ACTIVE,
LITE,Lumentum,A,YES,0.1463,ACTIVE,
GWW,W. W. Grainger,A+,YES,0.1426,ACTIVE,
TEL,TE Connectivity,A,YES,0.1405,ACTIVE,
RSG,Republic Services,A,UNKNOWN,0.1395,ACTIVE,
HPE,Hewlett Packard Enterprise,B,UNKNOWN,0.1389,ACTIVE,
PCAR,Paccar,A,YES,0.1385,ACTIVE,
APD,Air Products,B+,YES,0.138,ACTIVE,
KEYS,Keysight Technologies,A,UNKNOWN,0.1375,ACTIVE,
CIEN,Ciena,A,UNKNOWN,0.1341,ACTIVE,
CARR,Carrier Global,B,YES,0.1319,ACTIVE,
SRE,Sempra,B+,UNKNOWN,0.1312,ACTIVE,
BKR,Baker Hughes,A,YES,0.1282,ACTIVE,
PSA,Public Storage,A,UNKNOWN,0.1236,ACTIVE,
NUE,Nucor,A,YES,0.1228,ACTIVE,
DAL,Delta Air Lines,B+,YES,0.1224,ACTIVE,
AME,Ametek,A+,UNKNOWN,0.1204,ACTIVE,
MCHP,Microchip Technology,A+,UNKNOWN,0.1196,ACTIVE,
FLEX,Flex Ltd.,A+,UNKNOWN,0.1196,ACTIVE,
COR,Cencora,A,YES,0.117,ACTIVE,
ROK,Rockwell Automation,A+,UNKNOWN,0.1166,ACTIVE,
FAST,Fastenal,A+,UNKNOWN,0.1165,ACTIVE,
CTVA,Corteva,A+,YES,0.1163,ACTIVE,
CAH,Cardinal Health,A,YES,0.1149,ACTIVE,
FANG,Diamondback Energy,B+,YES,0.1142,ACTIVE,
EA,Electronic Arts,B,UNKNOWN,0.1121,ACTIVE,
EW,Edwards Lifesciences,B+,UNKNOWN,0.1113,ACTIVE,
AZO,AutoZone,A,YES,0.1107,ACTIVE,
DVN,Devon Energy,B+,YES,0.1075,ACTIVE,
EBAY,eBay Inc.,B,UNKNOWN,0.1063,ACTIVE,
FITB,Fifth Third Bancorp,UNKNOWN,UNKNOWN,0.1057,ACTIVE,
ON,ON Semiconductor,B+,YES,0.1046,ACTIVE,
GFS,GFS,A,UNKNOWN,0.1042,ACTIVE,
HEI,HEI,A+,UNKNOWN,0.1042,ACTIVE,
NDAQ,"Nasdaq, Inc.",A,UNKNOWN,0.1029,ACTIVE,
WAB,Wabtec,A,YES,0.1028,ACTIVE,
FERG,FERG,A+,UNKNOWN,0.1023,ACTIVE,
ODFL,Old Dominion,A+,YES,0.1017,ACTIVE,
AU,AU,A,UNKNOWN,0.1016,ACTIVE,
GRMN,Garmin,A,UNKNOWN,0.0999,ACTIVE,
DHI,D. R. Horton,A,UNKNOWN,0.099,ACTIVE,
XYZ,"Block, Inc.",B,UNKNOWN,0.0985,ACTIVE,
TTWO,Take-Two Interactive,B,YES,0.0983,ACTIVE,
IDXX,Idexx Laboratories,A+,YES,0.0981,ACTIVE,
VIK,VIK,B,UNKNOWN,0.0959,ACTIVE,
COIN,Coinbase,C+,YES,0.0952,WARNED,sharia_below_B-
ARES,Ares Management,A+,UNKNOWN,0.0944,ACTIVE,
MSCI,MSCI Inc.,A,UNKNOWN,0.0935,ACTIVE,
CMG,Chipotle Mexican Grill,B+,UNKNOWN,0.0922,ACTIVE,
ADSK,Autodesk,A,YES,0.0905,ACTIVE,
MSTR,MSTR,B+,UNKNOWN,0.0884,ACTIVE,
LYV,Live Nation Entertainment,C,YES,0.0882,WARNED,sharia_below_B-
VMC,Vulcan Materials Company,A,YES,0.0869,ACTIVE,
JBL,Jabil,A+,UNKNOWN,0.0868,ACTIVE,
CBRE,CBRE Group,A,YES,0.0852,ACTIVE,
TKO,TKO Group Holdings,C+,UNKNOWN,0.084,WARNED,sharia_below_B-
EME,Emcor,A+,UNKNOWN,0.0824,ACTIVE,
MLM,Martin Marietta Materials,A,YES,0.0809,ACTIVE,
STLD,Steel Dynamics,A,UNKNOWN,0.0797,ACTIVE,
A,Agilent Technologies,A,UNKNOWN,0.0794,ACTIVE,
UI,UI,A+,YES,0.0789,ACTIVE,
Q,Qnity Electronics,A,UNKNOWN,0.0783,ACTIVE,
PAYX,Paychex,B+,UNKNOWN,0.0779,ACTIVE,
HSY,Hershey Company (The),A,UNKNOWN,0.0775,ACTIVE,
WAT,Waters Corporation,A+,YES,0.0772,ACTIVE,
KVUE,Kenvue,A+,UNKNOWN,0.077,ACTIVE,
HEI-A,HEI-A,UNKNOWN,UNKNOWN,0.0765,ACTIVE,
KMB,Kimberly-Clark,A,UNKNOWN,0.0753,ACTIVE,
RDDT,RDDT,A+,UNKNOWN,0.0745,ACTIVE,
ROP,Roper Technologies,A,UNKNOWN,0.0737,ACTIVE,
NTRA,NTRA,A+,YES,0.0733,ACTIVE,
CPNG,CPNG,B+,UNKNOWN,0.0715,ACTIVE,
NTRS,Northern Trust,C+,UNKNOWN,0.0705,WARNED,sharia_below_B-
EQT,EQT Corporation,A,UNKNOWN,0.0702,ACTIVE,
NTAP,NetApp,B+,UNKNOWN,0.0692,ACTIVE,
IR,Ingersoll Rand,A,UNKNOWN,0.0674,ACTIVE,
DOV,Dover Corporation,A,UNKNOWN,0.0666,ACTIVE,
MTZ,MTZ,A+,UNKNOWN,0.0664,ACTIVE,
MTSI,MTSI,A,UNKNOWN,0.0661,ACTIVE,
HAL,Halliburton,B+,UNKNOWN,0.0646,ACTIVE,
CRS,CRS,A+,UNKNOWN,0.0645,ACTIVE,
BIIB,Biogen,B,UNKNOWN,0.0642,ACTIVE,
TPR,"Tapestry, Inc.",A+,YES,0.0641,ACTIVE,
EXPE,Expedia Group,C-,YES,0.064,WARNED,sharia_below_B-
WDAY,"Workday, Inc.",B,YES,0.0639,ACTIVE,
TDY,Teledyne Technologies,A+,YES,0.0635,ACTIVE,
NVT,NVT,A+,YES,0.0633,ACTIVE,
FTAI,FTAI,A,UNKNOWN,0.0627,ACTIVE,
TWLO,TWLO,A,UNKNOWN,0.0625,ACTIVE,
OTIS,Otis Worldwide,B+,YES,0.0622,ACTIVE,
DXCM,Dexcom,B+,YES,0.0619,ACTIVE,
FSLR,First Solar,B+,UNKNOWN,0.0613,ACTIVE,
HUBB,Hubbell Incorporated,A+,UNKNOWN,0.0612,ACTIVE,
ATI,ATI,A+,UNKNOWN,0.0608,ACTIVE,
MKSI,MKSI,A,UNKNOWN,0.0607,ACTIVE,
RMD,ResMed,A+,UNKNOWN,0.0605,ACTIVE,
ENTG,ENTG,A,UNKNOWN,0.0602,ACTIVE,
MDB,MDB,B+,UNKNOWN,0.0592,ACTIVE,
WSM,"Williams-Sonoma, Inc.",A+,YES,0.0591,ACTIVE,
XYL,Xylem Inc.,A,YES,0.0586,ACTIVE,
PPG,PPG Industries,B,UNKNOWN,0.0583,ACTIVE,
CBOE,Cboe Global Markets,UNKNOWN,YES,0.0577,ACTIVE,
FTI,FTI,A+,UNKNOWN,0.0575,ACTIVE,
WWD,WWD,A+,UNKNOWN,0.0567,ACTIVE,
JBHT,J.B. Hunt,A+,UNKNOWN,0.0566,ACTIVE,
FICO,Fair Isaac,A+,UNKNOWN,0.0563,ACTIVE,
VEEV,Veeva Systems,B+,UNKNOWN,0.0551,ACTIVE,
P,P,UNKNOWN,UNKNOWN,0.0549,ACTIVE,
RL,Ralph Lauren Corporation,A,UNKNOWN,0.0544,ACTIVE,
ILMN,ILMN,A,UNKNOWN,0.0542,ACTIVE,
TPL,Texas Pacific Land Corporation,A,UNKNOWN,0.0542,ACTIVE,
DRI,Darden Restaurants,A,YES,0.0541,ACTIVE,
FDXF,FedEx Freight,UNKNOWN,UNKNOWN,0.0536,ACTIVE,
PHM,PulteGroup,A+,UNKNOWN,0.0535,ACTIVE,
VRSN,Verisign,A,UNKNOWN,0.0533,ACTIVE,
LUV,Southwest Airlines,C+,YES,0.0519,WARNED,sharia_below_B-
XPO,XPO,A,YES,0.0518,ACTIVE,
WST,West Pharmaceutical Services,A+,YES,0.0513,ACTIVE,
MTD,Mettler Toledo,A+,UNKNOWN,0.0512,ACTIVE,
SNX,SNX,B+,UNKNOWN,0.0508,ACTIVE,
VRSK,Verisk Analytics,B+,UNKNOWN,0.0504,ACTIVE,
FWONK,FWONK,UNKNOWN,UNKNOWN,0.0503,ACTIVE,
CHD,Church & Dwight,A,UNKNOWN,0.0501,ACTIVE,
AMKR,AMKR,A,YES,0.0496,ACTIVE,
LEN,Lennar,B,UNKNOWN,0.0489,ACTIVE,
FOXA,Fox Corporation (Class A),C,UNKNOWN,0.0485,WARNED,sharia_below_B-
CHRW,C.H. Robinson,A+,YES,0.0483,ACTIVE,
FFIV,"F5, Inc.",A,UNKNOWN,0.0481,ACTIVE,
TW,TW,B+,UNKNOWN,0.048,ACTIVE,
ROL,"Rollins, Inc.",A+,UNKNOWN,0.0479,ACTIVE,
DGX,Quest Diagnostics,B+,UNKNOWN,0.0478,ACTIVE,
LEN-B,LEN-B,UNKNOWN,UNKNOWN,0.0476,ACTIVE,
AS,AS,B+,UNKNOWN,0.0474,ACTIVE,
BURL,BURL,A+,YES,0.0469,ACTIVE,
EXPD,Expeditors International,A+,YES,0.0467,ACTIVE,
FWONA,FWONA,B,UNKNOWN,0.0466,ACTIVE,
LSCC,LSCC,A+,UNKNOWN,0.0466,ACTIVE,
TEAM,TEAM,B+,UNKNOWN,0.0464,ACTIVE,
LH,Labcorp,B+,UNKNOWN,0.0464,ACTIVE,
EXE,Expand Energy,B+,UNKNOWN,0.046,ACTIVE,
INSM,INSM,A,UNKNOWN,0.0459,ACTIVE,
CTSH,Cognizant,A,YES,0.0457,ACTIVE,
VLTO,Veralto,A,UNKNOWN,0.0457,ACTIVE,
RBA,RBA,A,UNKNOWN,0.0456,ACTIVE,
ROKU,ROKU,B,YES,0.0453,ACTIVE,
OKTA,OKTA,B,UNKNOWN,0.0453,ACTIVE,
PKG,Packaging Corporation of America,A,YES,0.0451,ACTIVE,
USFD,USFD,B+,YES,0.0448,ACTIVE,
RS,RS,A+,UNKNOWN,0.0448,ACTIVE,
RBC,RBC,A+,UNKNOWN,0.0447,ACTIVE,
ZS,ZS,B,YES,0.0447,ACTIVE,
SNA,Snap-on,A,YES,0.0444,ACTIVE,
SN,SN,A+,UNKNOWN,0.0441,ACTIVE,
SMCI,Supermicro,C+,UNKNOWN,0.0439,WARNED,sharia_below_B-
STE,Steris,A+,UNKNOWN,0.0437,ACTIVE,
FOX,Fox Corporation (Class B),C,UNKNOWN,0.0436,WARNED,sharia_below_B-
INCY,Incyte,B+,YES,0.0434,ACTIVE,
ULTA,Ulta Beauty,A,UNKNOWN,0.0434,ACTIVE,
IFF,International Flavors & Fragrances,B+,UNKNOWN,0.0433,ACTIVE,
IP,International Paper,B,UNKNOWN,0.0431,ACTIVE,
DD,DuPont,B+,UNKNOWN,0.0428,ACTIVE,
H,H,B,UNKNOWN,0.0421,ACTIVE,
ALB,Albemarle Corporation,B+,YES,0.0418,ACTIVE,
FTV,Fortive,A,UNKNOWN,0.0412,ACTIVE,
EFX,Equifax,B+,UNKNOWN,0.0411,ACTIVE,
LII,Lennox International,A+,UNKNOWN,0.041,ACTIVE,
IOT,IOT,A+,UNKNOWN,0.0409,ACTIVE,
APG,APG,A,UNKNOWN,0.0408,ACTIVE,
RGLD,RGLD,A,UNKNOWN,0.0403,ACTIVE,
ITT,ITT,A,UNKNOWN,0.0391,ACTIVE,
WY,Weyerhaeuser,B+,YES,0.0388,ACTIVE,
NVR,"NVR, Inc.",B+,YES,0.0388,ACTIVE,
HST,Host Hotels & Resorts,B,UNKNOWN,0.0384,ACTIVE,
BEN,Franklin Resources,C+,UNKNOWN,0.038,WARNED,sharia_below_B-
ZBH,Zimmer Biomet,A+,UNKNOWN,0.0376,ACTIVE,
IEX,IDEX Corporation,A,UNKNOWN,0.0368,ACTIVE,
ONTO,ONTO,A,UNKNOWN,0.0367,ACTIVE,
WSO,WSO,A+,UNKNOWN,0.0365,ACTIVE,
NDSN,Nordson Corporation,A,UNKNOWN,0.0365,ACTIVE,
GNRC,Generac,A+,UNKNOWN,0.0364,ACTIVE,
CDW,CDW Corporation,B+,YES,0.0363,ACTIVE,
TPG,TPG,B+,UNKNOWN,0.0358,ACTIVE,
NBIX,NBIX,B+,UNKNOWN,0.0352,ACTIVE,
BR,Broadridge Financial Solutions,A,UNKNOWN,0.0352,ACTIVE,
PR,PR,B+,YES,0.0351,ACTIVE,
TSCO,Tractor Supply,A+,UNKNOWN,0.0351,ACTIVE,
SGI,SGI,B,UNKNOWN,0.0349,ACTIVE,
BBY,Best Buy,A,UNKNOWN,0.0348,ACTIVE,
AA,AA,A,UNKNOWN,0.0347,ACTIVE,
NWS,News Corp (Class B),UNKNOWN,UNKNOWN,0.0346,ACTIVE,
TXT,Textron,B,UNKNOWN,0.0344,ACTIVE,
VNOM,VNOM,A,UNKNOWN,0.0343,ACTIVE,
CLH,CLH,B+,YES,0.0337,ACTIVE,
MLI,MLI,A,UNKNOWN,0.0336,ACTIVE,
LAMR,LAMR,A,YES,0.0336,ACTIVE,
DECK,Deckers Brands,A,YES,0.0335,ACTIVE,
LECO,LECO,A+,UNKNOWN,0.0334,ACTIVE,
MAS,Masco,B+,YES,0.0332,ACTIVE,
OWL,OWL,B+,UNKNOWN,0.0329,ACTIVE,
BWA,BWA,B,YES,0.0326,ACTIVE,
DTM,DTM,B+,UNKNOWN,0.0323,ACTIVE,
CSL,CSL,B+,UNKNOWN,0.0323,ACTIVE,
TOL,TOL,B+,UNKNOWN,0.0322,ACTIVE,
RBRK,RBRK,B+,UNKNOWN,0.032,ACTIVE,
JHX,JHX,A+,UNKNOWN,0.0319,ACTIVE,
EVR,EVR,B+,UNKNOWN,0.0318,ACTIVE,
TOST,TOST,A,UNKNOWN,0.0316,ACTIVE,
J,Jacobs Solutions,B+,UNKNOWN,0.0316,ACTIVE,
RPM,RPM,A,UNKNOWN,0.0306,ACTIVE,
JLL,JLL,B+,UNKNOWN,0.0305,ACTIVE,
NWSA,News Corp (Class A),B,UNKNOWN,0.0304,ACTIVE,
SOLS,SOLS,A,UNKNOWN,0.0301,ACTIVE,
LDOS,Leidos,B+,UNKNOWN,0.0298,ACTIVE,
PTC,PTC Inc.,A+,UNKNOWN,0.0293,ACTIVE,
MEDP,MEDP,A+,UNKNOWN,0.0291,ACTIVE,
EXEL,EXEL,B+,UNKNOWN,0.0289,ACTIVE,
ALGN,Align Technology,A,YES,0.0288,ACTIVE,
ONON,ONON,A,UNKNOWN,0.0287,ACTIVE,
COO,Cooper Companies (The),A,UNKNOWN,0.0284,ACTIVE,
LULU,Lululemon Athletica,B+,YES,0.0281,ACTIVE,
NTNX,NTNX,B,YES,0.028,ACTIVE,
GGG,GGG,A+,UNKNOWN,0.0279,ACTIVE,
MKC,McCormick & Company,B+,YES,0.0277,ACTIVE,
AIT,AIT,A+,UNKNOWN,0.0276,ACTIVE,
PEN,PEN,A+,UNKNOWN,0.0276,ACTIVE,
IVZ,Invesco,B+,UNKNOWN,0.0276,ACTIVE,
ELS,ELS,B+,UNKNOWN,0.0276,ACTIVE,
CR,CR,A+,UNKNOWN,0.0275,ACTIVE,
BROS,BROS,A,UNKNOWN,0.0273,ACTIVE,
AUR,AUR,A+,UNKNOWN,0.0272,ACTIVE,
DRS,DRS,A+,UNKNOWN,0.0272,ACTIVE,
IONS,IONS,B,UNKNOWN,0.0271,ACTIVE,
LFUS,LFUS,A+,UNKNOWN,0.0268,ACTIVE,
DT,DT,B+,UNKNOWN,0.0267,ACTIVE,
KNX,KNX,A,YES,0.0267,ACTIVE,
PNR,Pentair,A,UNKNOWN,0.0266,ACTIVE,
BLD,BLD,B+,UNKNOWN,0.0266,ACTIVE,
U,U,B+,UNKNOWN,0.0265,ACTIVE,
HAS,Hasbro,C+,UNKNOWN,0.0265,WARNED,sharia_below_B-
ARW,ARW,B+,UNKNOWN,0.0263,ACTIVE,
NYT,NYT,A,YES,0.0262,ACTIVE,
TXRH,TXRH,A,UNKNOWN,0.0258,ACTIVE,
DINO,DINO,B+,YES,0.0257,ACTIVE,
CLX,Clorox,A,YES,0.0256,ACTIVE,
SAIA,SAIA,A+,UNKNOWN,0.0256,ACTIVE,
PAG,PAG,A,UNKNOWN,0.0255,ACTIVE,
ALLE,Allegion,B+,YES,0.0254,ACTIVE,
TYL,Tyler Technologies,A,UNKNOWN,0.0254,ACTIVE,
TRMB,Trimble Inc.,A,UNKNOWN,0.0254,ACTIVE,
PINS,PINS,B,UNKNOWN,0.0251,ACTIVE,
WMS,WMS,A,UNKNOWN,0.0249,ACTIVE,
HII,Huntington Ingalls Industries,B+,UNKNOWN,0.0249,ACTIVE,
ZBRA,Zebra Technologies,B+,UNKNOWN,0.0249,ACTIVE,
AAON,AAON,A+,UNKNOWN,0.0248,ACTIVE,
ESI,ESI,A,UNKNOWN,0.0248,ACTIVE,
RVTY,Revvity,C+,UNKNOWN,0.0247,WARNED,sharia_below_B-
VMI,VMI,A+,UNKNOWN,0.0245,ACTIVE,
CGNX,CGNX,A+,UNKNOWN,0.0243,ACTIVE,
ALGM,ALGM,A+,UNKNOWN,0.0243,ACTIVE,
SWKS,Skyworks Solutions,A,YES,0.0241,ACTIVE,
BJ,BJ,A,UNKNOWN,0.0241,ACTIVE,
SEIC,SEIC,A,YES,0.0238,ACTIVE,
GMED,GMED,A,UNKNOWN,0.0238,ACTIVE,
EGP,EGP,A,UNKNOWN,0.0238,ACTIVE,
BMRN,BMRN,B+,UNKNOWN,0.0234,ACTIVE,
UHAL-B,UHAL-B,UNKNOWN,YES,0.0233,ACTIVE,
FLS,FLS,A,UNKNOWN,0.0231,ACTIVE,
DPZ,Domino's,A,UNKNOWN,0.023,ACTIVE,
CAVA,CAVA,B+,UNKNOWN,0.023,ACTIVE,
AR,AR,A,UNKNOWN,0.0228,ACTIVE,
MUSA,MUSA,A,UNKNOWN,0.0225,ACTIVE,
PODD,Insulet Corporation,B+,UNKNOWN,0.0223,ACTIVE,
DCI,DCI,A+,YES,0.0219,ACTIVE,
TKR,TKR,A,UNKNOWN,0.0219,ACTIVE,
ALSN,ALSN,B,YES,0.0219,ACTIVE,
EHC,EHC,B+,UNKNOWN,0.0215,ACTIVE,
HLI,HLI,A,UNKNOWN,0.0215,ACTIVE,
AYI,AYI,A,UNKNOWN,0.0213,ACTIVE,
MASI,MASI,A+,UNKNOWN,0.0208,ACTIVE,
CNM,CNM,A,UNKNOWN,0.0208,ACTIVE,
SARO,SARO,B+,UNKNOWN,0.0204,ACTIVE,
TEM,TEM,A,UNKNOWN,0.0202,ACTIVE,
HSIC,Henry Schein,B+,UNKNOWN,0.0201,ACTIVE,
TECH,Bio-Techne,A+,UNKNOWN,0.0201,ACTIVE,
LLYVK,LLYVK,UNKNOWN,UNKNOWN,0.02,ACTIVE,
HUBS,HUBS,B+,UNKNOWN,0.0199,ACTIVE,
JKHY,Jack Henry & Associates,A+,UNKNOWN,0.0198,ACTIVE,
BSY,BSY,A,UNKNOWN,0.0197,ACTIVE,
CRL,Charles River Laboratories,B+,YES,0.0197,ACTIVE,
MSGS,MSGS,A,UNKNOWN,0.0197,ACTIVE,
TTC,TTC,A,UNKNOWN,0.0195,ACTIVE,
BRKR,BRKR,B+,UNKNOWN,0.0193,ACTIVE,
TTD,Trade Desk (The),C+,UNKNOWN,0.0193,WARNED,sharia_below_B-
OSK,OSK,A,UNKNOWN,0.0192,ACTIVE,
DDS,DDS,B+,YES,0.0192,ACTIVE,
