Symbol,Company,ShariaGrade,BDSStatus,TargetWeightPct,IndexStatus,Warning
XYZ,"Block, Inc.",B,UNKNOWN,0.3111,ACTIVE,
CMG,Chipotle Mexican Grill,B+,YES,0.3076,ACTIVE,
VIK,VIK,B,YES,0.2981,ACTIVE,
FERG,FERG,A+,UNKNOWN,0.2926,ACTIVE,
TTWO,Take-Two Interactive,B,YES,0.2905,ACTIVE,
ODFL,Old Dominion,A+,YES,0.286,ACTIVE,
IDXX,Idexx Laboratories,A+,YES,0.2806,ACTIVE,
CBRE,CBRE Group,A,YES,0.2738,ACTIVE,
FLEX,Flex Ltd.,A+,UNKNOWN,0.2723,ACTIVE,
MSCI,MSCI Inc.,A,UNKNOWN,0.2691,ACTIVE,
PAYX,Paychex,B+,YES,0.2656,ACTIVE,
MCHP,Microchip Technology,A+,UNKNOWN,0.2639,ACTIVE,
DHI,D. R. Horton,A,YES,0.2595,ACTIVE,
AU,AU,A,UNKNOWN,0.2508,ACTIVE,
WDAY,"Workday, Inc.",B,YES,0.2487,ACTIVE,
ROP,Roper Technologies,A,UNKNOWN,0.2477,ACTIVE,
NTRA,NTRA,A+,YES,0.2442,ACTIVE,
KVUE,Kenvue,A+,UNKNOWN,0.239,ACTIVE,
WAT,Waters Corporation,A+,YES,0.2362,ACTIVE,
KMB,Kimberly-Clark,A,UNKNOWN,0.2352,ACTIVE,
STLD,Steel Dynamics,A,UNKNOWN,0.2346,ACTIVE,
EME,Emcor,A+,YES,0.2316,ACTIVE,
HEI-A,HEI-A,UNKNOWN,UNKNOWN,0.231,ACTIVE,
HSY,Hershey Company (The),A,UNKNOWN,0.2292,ACTIVE,
VMC,Vulcan Materials Company,A,YES,0.2282,ACTIVE,
EXPE,Expedia Group,C-,YES,0.2269,WARNED,sharia_below_B-
TKO,TKO Group Holdings,C+,YES,0.2239,WARNED,sharia_below_B-
NTAP,NetApp,B+,UNKNOWN,0.2231,ACTIVE,
MSTR,MSTR,B+,YES,0.2143,ACTIVE,
UI,UI,A+,YES,0.2136,ACTIVE,
EQT,EQT Corporation,A,YES,0.2135,ACTIVE,
JBL,Jabil,A+,YES,0.2126,ACTIVE,
VEEV,Veeva Systems,B+,YES,0.2118,ACTIVE,
ON,ON Semiconductor,B+,YES,0.2105,ACTIVE,
MLM,Martin Marietta Materials,A,YES,0.2079,ACTIVE,
DXCM,Dexcom,B+,YES,0.2052,ACTIVE,
CBOE,Cboe Global Markets,UNKNOWN,YES,0.2046,ACTIVE,
TPR,"Tapestry, Inc.",A+,YES,0.1992,ACTIVE,
BIIB,Biogen,B,UNKNOWN,0.1951,ACTIVE,
RMD,ResMed,A+,YES,0.195,ACTIVE,
ILMN,ILMN,A,YES,0.1899,ACTIVE,
CPNG,CPNG,B+,YES,0.1894,ACTIVE,
TWLO,TWLO,A,UNKNOWN,0.1891,ACTIVE,
GFS,GFS,A,UNKNOWN,0.1806,ACTIVE,
TPL,Texas Pacific Land Corporation,A,YES,0.1782,ACTIVE,
Q,Qnity Electronics,A,UNKNOWN,0.178,ACTIVE,
DOV,Dover Corporation,A,UNKNOWN,0.178,ACTIVE,
OTIS,Otis Worldwide,B+,YES,0.1764,ACTIVE,
XYL,Xylem Inc.,A,YES,0.1761,ACTIVE,
WSM,"Williams-Sonoma, Inc.",A+,YES,0.1756,ACTIVE,
HAL,Halliburton,B+,UNKNOWN,0.1726,ACTIVE,
MDB,MDB,B+,UNKNOWN,0.1711,ACTIVE,
RDDT,RDDT,A+,UNKNOWN,0.1705,ACTIVE,
VRSN,Verisign,A,YES,0.1685,ACTIVE,
DGX,Quest Diagnostics,B+,YES,0.1668,ACTIVE,
ATI,ATI,A+,UNKNOWN,0.1659,ACTIVE,
JBHT,J.B. Hunt,A+,YES,0.1656,ACTIVE,
VRSK,Verisk Analytics,B+,YES,0.1632,ACTIVE,
HUBB,Hubbell Incorporated,A+,YES,0.1628,ACTIVE,
NVT,NVT,A+,YES,0.1619,ACTIVE,
TEAM,TEAM,B+,UNKNOWN,0.1618,ACTIVE,
ECHO,EchoStar,UNKNOWN,UNKNOWN,0.1591,ACTIVE,
FOXA,Fox Corporation (Class A),C,UNKNOWN,0.1585,WARNED,sharia_below_B-
PPG,PPG Industries,B,YES,0.1584,ACTIVE,
FWONK,FWONK,UNKNOWN,UNKNOWN,0.1583,ACTIVE,
OKTA,OKTA,B,UNKNOWN,0.1571,ACTIVE,
INCY,Incyte,B+,YES,0.1569,ACTIVE,
CTSH,Cognizant,A,YES,0.1565,ACTIVE,
WST,West Pharmaceutical Services,A+,YES,0.1536,ACTIVE,
DRI,Darden Restaurants,A,YES,0.1518,ACTIVE,
BURL,BURL,A+,YES,0.1506,ACTIVE,
FICO,Fair Isaac,A+,UNKNOWN,0.1505,ACTIVE,
RL,Ralph Lauren Corporation,A,YES,0.1478,ACTIVE,
FSLR,First Solar,B+,UNKNOWN,0.1472,ACTIVE,
VLTO,Veralto,A,YES,0.147,ACTIVE,
FFIV,"F5, Inc.",A,UNKNOWN,0.1461,ACTIVE,
FWONA,FWONA,B,UNKNOWN,0.1452,ACTIVE,
NTRS,Northern Trust,C+,YES,0.145,WARNED,sharia_below_B-
STE,Steris,A+,UNKNOWN,0.1439,ACTIVE,
LUV,Southwest Airlines,C+,YES,0.1434,WARNED,sharia_below_B-
EXPD,Expeditors International,A+,YES,0.1426,ACTIVE,
USFD,USFD,B+,YES,0.1425,ACTIVE,
ULTA,Ulta Beauty,A,YES,0.1411,ACTIVE,
FOX,Fox Corporation (Class B),C,UNKNOWN,0.141,WARNED,sharia_below_B-
PKG,Packaging Corporation of America,A,YES,0.1409,ACTIVE,
WWD,WWD,A+,UNKNOWN,0.1398,ACTIVE,
EXE,Expand Energy,B+,UNKNOWN,0.1394,ACTIVE,
ROKU,ROKU,B,YES,0.1392,ACTIVE,
SNA,Snap-on,A,YES,0.1372,ACTIVE,
INSM,INSM,A,UNKNOWN,0.1372,ACTIVE,
FTAI,FTAI,A,UNKNOWN,0.1358,ACTIVE,
FDXF,FedEx Freight,UNKNOWN,UNKNOWN,0.1346,ACTIVE,
RS,RS,A+,UNKNOWN,0.1343,ACTIVE,
MKSI,MKSI,A,UNKNOWN,0.1322,ACTIVE,
EFX,Equifax,B+,YES,0.1312,ACTIVE,
RBA,RBA,A,UNKNOWN,0.1311,ACTIVE,
LEN,Lennar,B,UNKNOWN,0.1285,ACTIVE,
LEN-B,LEN-B,UNKNOWN,UNKNOWN,0.126,ACTIVE,
MTSI,MTSI,A,YES,0.126,ACTIVE,
ENTG,ENTG,A,UNKNOWN,0.1196,ACTIVE,
TOST,TOST,A,UNKNOWN,0.1189,ACTIVE,
SMCI,Supermicro,C+,YES,0.1175,WARNED,sharia_below_B-
ROL,"Rollins, Inc.",A+,UNKNOWN,0.1173,ACTIVE,
PR,PR,B+,YES,0.1172,ACTIVE,
RBC,RBC,A+,UNKNOWN,0.1164,ACTIVE,
ZBH,Zimmer Biomet,A+,YES,0.1156,ACTIVE,
FTV,Fortive,A,UNKNOWN,0.1149,ACTIVE,
LSCC,LSCC,A+,YES,0.1147,ACTIVE,
WY,Weyerhaeuser,B+,YES,0.1143,ACTIVE,
CHRW,C.H. Robinson,A+,YES,0.1141,ACTIVE,
BEN,Franklin Resources,C+,UNKNOWN,0.1133,WARNED,sharia_below_B-
APG,APG,A,UNKNOWN,0.1102,ACTIVE,
NWS,News Corp (Class B),UNKNOWN,UNKNOWN,0.109,ACTIVE,
IEX,IDEX Corporation,A,YES,0.109,ACTIVE,
NBIX,NBIX,B+,YES,0.109,ACTIVE,
RGLD,RGLD,A,UNKNOWN,0.1085,ACTIVE,
CLH,CLH,B+,YES,0.1078,ACTIVE,
JLL,JLL,B+,UNKNOWN,0.1071,ACTIVE,
NVR,"NVR, Inc.",B+,YES,0.1071,ACTIVE,
NDSN,Nordson Corporation,A,YES,0.1066,ACTIVE,
DINO,DINO,B+,YES,0.1061,ACTIVE,
TPG,TPG,B+,UNKNOWN,0.106,ACTIVE,
ASND,ASND,A,UNKNOWN,0.1044,ACTIVE,
LAMR,LAMR,A,YES,0.1042,ACTIVE,
OWL,OWL,B+,UNKNOWN,0.1035,ACTIVE,
TSCO,Tractor Supply,A+,YES,0.103,ACTIVE,
MEDP,MEDP,A+,UNKNOWN,0.1024,ACTIVE,
VNOM,VNOM,A,YES,0.1022,ACTIVE,
NTNX,NTNX,B,YES,0.102,ACTIVE,
BBIO,BBIO,B,UNKNOWN,0.1019,ACTIVE,
J,Jacobs Solutions,B+,UNKNOWN,0.1013,ACTIVE,
PTC,PTC Inc.,A+,YES,0.1004,ACTIVE,
CDE,CDE,A+,UNKNOWN,0.0999,ACTIVE,
JHX,JHX,A+,UNKNOWN,0.0972,ACTIVE,
NWSA,News Corp (Class A),B,UNKNOWN,0.0964,ACTIVE,
MLI,MLI,A,UNKNOWN,0.0961,ACTIVE,
RBRK,RBRK,B+,UNKNOWN,0.0947,ACTIVE,
LII,Lennox International,A+,UNKNOWN,0.0941,ACTIVE,
CSL,CSL,B+,UNKNOWN,0.0922,ACTIVE,
PAG,PAG,A,UNKNOWN,0.092,ACTIVE,
LECO,LECO,A+,UNKNOWN,0.0917,ACTIVE,
MAS,Masco,B+,YES,0.091,ACTIVE,
LDOS,Leidos,B+,UNKNOWN,0.0909,ACTIVE,
DOCN,DOCN,A,UNKNOWN,0.0906,ACTIVE,
DTM,DTM,B+,YES,0.0905,ACTIVE,
SGI,SGI,B,UNKNOWN,0.0903,ACTIVE,
ALB,Albemarle Corporation,B+,YES,0.0895,ACTIVE,
MKC,McCormick & Company,B+,YES,0.0887,ACTIVE,
RPM,RPM,A,UNKNOWN,0.088,ACTIVE,
TXRH,TXRH,A,UNKNOWN,0.0877,ACTIVE,
EXEL,EXEL,B+,UNKNOWN,0.0874,ACTIVE,
DECK,Deckers Brands,A,YES,0.0872,ACTIVE,
LULU,Lululemon Athletica,B+,YES,0.0871,ACTIVE,
PINS,PINS,B,YES,0.0863,ACTIVE,
ALLE,Allegion,A,YES,0.086,ACTIVE,
IVZ,Invesco,B+,YES,0.0844,ACTIVE,
ELS,ELS,B+,UNKNOWN,0.0843,ACTIVE,
ONTO,ONTO,A,UNKNOWN,0.0835,ACTIVE,
GGG,GGG,A+,UNKNOWN,0.0827,ACTIVE,
WSO,WSO,A+,UNKNOWN,0.0824,ACTIVE,
DT,DT,B+,YES,0.0823,ACTIVE,
TYL,Tyler Technologies,A,YES,0.0817,ACTIVE,
AMKR,AMKR,B+,YES,0.0815,ACTIVE,
PEN,PEN,A+,YES,0.0811,ACTIVE,
BJ,BJ,A,UNKNOWN,0.081,ACTIVE,
AUR,AUR,A+,UNKNOWN,0.0807,ACTIVE,
RVTY,Revvity,C+,YES,0.0803,WARNED,sharia_below_B-
SEIC,SEIC,A,YES,0.0791,ACTIVE,
ONON,ONON,A,UNKNOWN,0.0788,ACTIVE,
CORT,CORT,A+,UNKNOWN,0.0786,ACTIVE,
UHAL-B,UHAL-B,UNKNOWN,YES,0.0785,ACTIVE,
ARWR,ARWR,B+,UNKNOWN,0.0784,ACTIVE,
HUBS,HUBS,B+,YES,0.0767,ACTIVE,
AEIS,AEIS,A,UNKNOWN,0.0757,ACTIVE,
AHR,AHR,A+,UNKNOWN,0.0745,ACTIVE,
GNRC,Generac,A+,YES,0.0745,ACTIVE,
BROS,BROS,A,UNKNOWN,0.0745,ACTIVE,
AXSM,AXSM,A,UNKNOWN,0.0744,ACTIVE,
BMRN,BMRN,B+,UNKNOWN,0.0744,ACTIVE,
KNX,KNX,A,YES,0.0744,ACTIVE,
DPZ,Domino's,A,UNKNOWN,0.074,ACTIVE,
PODD,Insulet Corporation,B+,YES,0.0734,ACTIVE,
MUSA,MUSA,A,YES,0.073,ACTIVE,
LFUS,LFUS,A+,UNKNOWN,0.0728,ACTIVE,
TECH,Bio-Techne,A+,UNKNOWN,0.0726,ACTIVE,
EGP,EGP,A,YES,0.0723,ACTIVE,
ARW,ARW,B+,UNKNOWN,0.0713,ACTIVE,
MANH,MANH,A+,YES,0.0711,ACTIVE,
AR,AR,A,UNKNOWN,0.071,ACTIVE,
EHC,EHC,B+,UNKNOWN,0.0705,ACTIVE,
JKHY,Jack Henry & Associates,A+,YES,0.0696,ACTIVE,
GMED,GMED,A,UNKNOWN,0.0689,ACTIVE,
BSY,BSY,A,UNKNOWN,0.0682,ACTIVE,
WMS,WMS,A,UNKNOWN,0.0682,ACTIVE,
PNR,Pentair,A,YES,0.0674,ACTIVE,
DOCU,DOCU,A,YES,0.0669,ACTIVE,
BMNR,BMNR,A+,UNKNOWN,0.0654,ACTIVE,
AYI,AYI,A,UNKNOWN,0.0641,ACTIVE,
HALO,HALO,A,UNKNOWN,0.0633,ACTIVE,
HSIC,Henry Schein,B+,UNKNOWN,0.0623,ACTIVE,
SARO,SARO,B+,UNKNOWN,0.0621,ACTIVE,
ALSN,ALSN,B,YES,0.0619,ACTIVE,
SOLS,SOLS,A,UNKNOWN,0.0617,ACTIVE,
MSGS,MSGS,A,UNKNOWN,0.0616,ACTIVE,
TKR,TKR,A,UNKNOWN,0.0615,ACTIVE,
MASI,MASI,A+,UNKNOWN,0.0609,ACTIVE,
SAIA,SAIA,A+,YES,0.0608,ACTIVE,
BRKR,BRKR,B+,UNKNOWN,0.0607,ACTIVE,
VMI,VMI,A+,YES,0.0603,ACTIVE,
RRC,RRC,A,UNKNOWN,0.0601,ACTIVE,
SWKS,Skyworks Solutions,A,YES,0.0601,ACTIVE,
FDS,FactSet,A,UNKNOWN,0.0598,ACTIVE,
SAIL,SAIL,B+,UNKNOWN,0.0594,ACTIVE,
LLYVK,LLYVK,UNKNOWN,UNKNOWN,0.0594,ACTIVE,
CHWY,CHWY,A,YES,0.0591,ACTIVE,
VOYA,VOYA,B,UNKNOWN,0.0581,ACTIVE,
NNN,NNN,A+,UNKNOWN,0.058,ACTIVE,
ESI,ESI,A,UNKNOWN,0.0577,ACTIVE,
HLI,HLI,A,UNKNOWN,0.0575,ACTIVE,
OSK,OSK,A,UNKNOWN,0.0568,ACTIVE,
IONS,IONS,B,UNKNOWN,0.0557,ACTIVE,
ATR,ATR,A,UNKNOWN,0.0549,ACTIVE,
CNM,CNM,A,UNKNOWN,0.0541,ACTIVE,
TTEK,TTEK,A,UNKNOWN,0.0539,ACTIVE,
PCOR,PCOR,B+,UNKNOWN,0.053,ACTIVE,
AOS,A. O. Smith,A+,UNKNOWN,0.0529,ACTIVE,
SFM,SFM,B,YES,0.0523,ACTIVE,
APLD,APLD,A+,UNKNOWN,0.052,ACTIVE,
QRVO,QRVO,B+,UNKNOWN,0.0512,ACTIVE,
RGEN,RGEN,B,UNKNOWN,0.0511,ACTIVE,
ALGM,ALGM,A+,UNKNOWN,0.0508,ACTIVE,
CHRD,CHRD,A,YES,0.0505,ACTIVE,
NEU,NEU,A,UNKNOWN,0.0503,ACTIVE,
ZG,ZG,A,YES,0.0502,ACTIVE,
HXL,HXL,A,UNKNOWN,0.0501,ACTIVE,
TEM,TEM,A,UNKNOWN,0.05,ACTIVE,
CAVA,CAVA,B+,UNKNOWN,0.0496,ACTIVE,
AAOI,AAOI,A+,UNKNOWN,0.049,ACTIVE,
MSA,MSA,A,UNKNOWN,0.0489,ACTIVE,
PAYC,PAYC,A,UNKNOWN,0.0485,ACTIVE,
AAON,AAON,A+,UNKNOWN,0.0483,ACTIVE,
AGCO,AGCO,B,UNKNOWN,0.0482,ACTIVE,
CELH,CELH,A,UNKNOWN,0.048,ACTIVE,
AVAV,AVAV,B+,UNKNOWN,0.0479,ACTIVE,
BIRK,BIRK,A,UNKNOWN,0.0478,ACTIVE,
RAL,RAL,A,UNKNOWN,0.0477,ACTIVE,
AWI,AWI,A+,UNKNOWN,0.0473,ACTIVE,
PCTY,PCTY,A+,UNKNOWN,0.0468,ACTIVE,
KEX,KEX,A,UNKNOWN,0.0461,ACTIVE,
MORN,MORN,B+,UNKNOWN,0.046,ACTIVE,
CHE,CHE,A+,YES,0.0453,ACTIVE,
NOV,NOV,B,YES,0.0443,ACTIVE,
POOL,POOL,A,YES,0.0438,ACTIVE,
ESTC,ESTC,B+,UNKNOWN,0.0432,ACTIVE,
CRUS,CRUS,A,YES,0.0427,ACTIVE,
ECG,ECG,A+,UNKNOWN,0.0421,ACTIVE,
PATH,PATH,B,UNKNOWN,0.0419,ACTIVE,
JAN,JAN,UNKNOWN,UNKNOWN,0.0413,ACTIVE,
LOAR,LOAR,A,UNKNOWN,0.0413,ACTIVE,
SNDR,SNDR,A+,UNKNOWN,0.041,ACTIVE,
KRMN,KRMN,A+,UNKNOWN,0.0405,ACTIVE,
INGR,INGR,B,YES,0.0404,ACTIVE,
APPF,APPF,A+,UNKNOWN,0.0403,ACTIVE,
EXP,EXP,B+,UNKNOWN,0.0403,ACTIVE,
CROX,CROX,A,YES,0.0403,ACTIVE,
DUOL,DUOL,B,YES,0.04,ACTIVE,
FND,FND,A+,UNKNOWN,0.0396,ACTIVE,
WFRD,WFRD,B,YES,0.0396,ACTIVE,
HLNE,HLNE,A,UNKNOWN,0.0384,ACTIVE,
MWH,MWH,UNKNOWN,UNKNOWN,0.0383,ACTIVE,
LSTR,LSTR,A+,YES,0.0383,ACTIVE,
MKTX,MKTX,B,UNKNOWN,0.037,ACTIVE,
DLB,DLB,A,UNKNOWN,0.0354,ACTIVE,
ESAB,ESAB,B+,UNKNOWN,0.035,ACTIVE,
EXLS,EXLS,A,UNKNOWN,0.0333,ACTIVE,
VSNT,VSNT,B+,UNKNOWN,0.0329,ACTIVE,
LPX,LPX,A,YES,0.0324,ACTIVE,
GNTX,GNTX,A+,UNKNOWN,0.0319,ACTIVE,
PEGA,PEGA,A,UNKNOWN,0.0317,ACTIVE,
VVV,VVV,B,YES,0.0314,ACTIVE,
XE,XE,UNKNOWN,UNKNOWN,0.0313,ACTIVE,
PSN,PSN,B+,YES,0.0301,ACTIVE,
RNG,RNG,A,YES,0.0296,ACTIVE,
AUGO,AUGO,A,UNKNOWN,0.0296,ACTIVE,
TREX,TREX,A+,UNKNOWN,0.0289,ACTIVE,
OLLI,OLLI,B+,UNKNOWN,0.0286,ACTIVE,
FCN,FCN,A,UNKNOWN,0.0285,ACTIVE,
CAI,CAI,A+,YES,0.028,ACTIVE,
SITE,SITE,A+,YES,0.0263,ACTIVE,
BFAM,BFAM,B+,UNKNOWN,0.026,ACTIVE,
LOPE,LOPE,A,YES,0.0252,ACTIVE,
THO,THO,B,UNKNOWN,0.025,ACTIVE,
YETI,YETI,A,YES,0.0242,ACTIVE,
DOCS,DOCS,A+,UNKNOWN,0.0241,ACTIVE,
IPGP,IPGP,A,UNKNOWN,0.0235,ACTIVE,
WING,WING,B,UNKNOWN,0.0235,ACTIVE,
LBTYK,LBTYK,UNKNOWN,UNKNOWN,0.0225,ACTIVE,
BLSH,BLSH,B+,UNKNOWN,0.0205,ACTIVE,
PPLI,PPLI,UNKNOWN,UNKNOWN,0.0195,ACTIVE,
FRPT,FRPT,B+,UNKNOWN,0.019,ACTIVE,
VGNT,VGNT,UNKNOWN,UNKNOWN,0.0187,ACTIVE,
UA,UA,UNKNOWN,YES,0.0181,ACTIVE,
MPT,MPT,UNKNOWN,UNKNOWN,0.0178,ACTIVE,
NCNO,NCNO,A,YES,0.013,ACTIVE,
GLOB,GLOB,B,UNKNOWN,0.0099,ACTIVE,
INSP,INSP,B,UNKNOWN,0.0092,ACTIVE,
GLIBK,GLIBK,UNKNOWN,UNKNOWN,0.0059,ACTIVE,
